Record ID,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken
692,0x9235,MUMRES08DEL03,27,4.5,0,1,0,3,3,0,1,1,22
693,0x1643,INDORES12DEL01,24,4.6,1,2,1,2,3,1,1,4,25
694,0x624c,MUMRES06DEL02,28,4.6,1,2,1,2,3,0,1,1,29
695,0x4bac,MYSRES02DEL01,28,4.6,0,1,1,0,4,1,1,1,34
696,0x658,INDORES06DEL01,30,4,0,0,2,0,2,0,1,1,39
697,0x2a5e,VADRES20DEL03,29,4.1,4,1,0,1,3,1,1,1,42
698,0x4fd0,INDORES19DEL01,30,5,4,2,2,1,4,1,1,1,19
700,0x46cb,SURRES17DEL02,37,5,6,1,2,0,4,0,1,1,33
701,0xa92c,BANGRES02DEL03,37,4.8,2,2,2,1,3,1,1,1,22
702,0x8aff,CHENRES01DEL02,29,4.8,0,1,0,2,3,2,1,1,43
703,0x4400,JAPRES04DEL03,38,5,0,3,2,3,4,2,1,1,42
704,0x788,COIMBRES03DEL01,25,4.7,2,2,1,3,4,0,1,1,19
705,0x649b,COIMBRES01DEL02,34,4.8,3,2,2,3,4,1,1,1,29
706,0xbf71,GOARES14DEL01,34,4.7,4,1,1,1,3,1,1,1,20
707,0x1241,MUMRES20DEL02,24,5,3,1,0,2,3,0,1,1,29
708,0x5b0f,VADRES17DEL02,24,4.7,4,1,2,1,3,0,1,3,12
709,0xb3db,MYSRES18DEL01,21,4.6,2,0,1,2,4,0,1,4,14
710,0x9e9a,PUNERES20DEL03,39,4.6,3,3,2,3,2,0,1,1,34
711,0x87eb,VADRES18DEL02,20,4.7,6,2,0,1,3,1,1,1,22
713,0x928e,RANCHIRES18DEL03,24,4.5,2,1,1,3,4,1,1,3,19
714,0xd3bd,KOLRES01DEL03,35,4.8,2,3,1,2,3,1,1,1,24
715,0x2074,JAPRES14DEL01,26,4.9,4,0,2,3,4,0,1,3,13
716,0x6485,INDORES14DEL03,29,4.6,2,3,2,2,2,1,1,1,22
718,0x31c6,CHENRES03DEL01,30,4.7,4,2,1,0,4,1,1,1,16
719,0xad9b,COIMBRES15DEL01,22,4.8,6,2,2,3,3,0,1,3,12
720,0x805f,PUNERES19DEL01,33,4.4,0,1,2,1,2,0,1,3,43
721,0xa71,CHENRES18DEL01,31,4.6,4,1,2,2,4,0,1,1,18
722,0xcea9,AURGRES03DEL03,36,4.9,4,3,1,2,4,0,1,3,19
723,0x51f7,SURRES01DEL01,27,4.6,0,1,0,3,3,1,1,1,40
724,0x2934,INDORES09DEL01,22,4.5,6,0,1,2,4,1,1,1,11
726,0x267d,SURRES20DEL02,34,4.8,6,2,2,3,4,1,1,1,26
727,0x9b95,CHENRES03DEL01,27,4.8,3,3,2,1,3,1,1,1,19
729,0xd613,LUDHRES17DEL02,39,4.5,3,2,1,1,4,0,1,1,26
730,0xd15f,AURGRES07DEL02,28,4.8,4,1,2,0,4,1,1,1,22
732,0x8e2a,HYDRES20DEL01,20,4.8,6,3,0,2,3,1,1,1,26
733,0x928d,MUMRES13DEL01,28,4.3,3,1,0,2,3,1,1,3,32
734,0xb03,HYDRES20DEL01,30,4.5,6,1,1,1,4,1,1,1,38
735,0x631e,HYDRES18DEL02,30,4.8,3,2,1,3,3,0,1,1,23
736,0x520d,SURRES17DEL02,21,4.6,3,1,1,3,4,0,1,1,20
737,0xb280,MYSRES05DEL02,34,4.4,3,2,0,1,3,0,1,1,21
738,0xced7,KOCRES04DEL02,20,4.8,3,3,0,3,3,0,1,1,20
739,0x6322,RANCHIRES14DEL03,25,4.9,2,2,1,2,3,1,1,1,16
740,0xce1a,KNPRES11DEL02,21,4.6,4,2,0,1,3,1,1,3,10
741,0x8257,MYSRES15DEL01,27,4.6,1,1,0,1,3,2,2,1,44
742,0xd480,AURGRES02DEL02,21,4.7,2,0,0,1,3,0,1,3,15
743,0x6773,PUNERES18DEL02,20,4.5,4,1,2,2,2,0,1,4,13
744,0xa47d,MYSRES02DEL03,39,4.5,3,2,0,3,3,1,1,1,20
745,0xe0b4,KOCRES04DEL01,27,5,3,1,1,3,4,1,1,1,22
746,0x5389,BANGRES08DEL02,25,4.6,1,1,2,0,4,1,1,4,33
747,0xa190,HYDRES20DEL02,26,5,6,2,2,1,4,1,1,1,14
748,0x7a90,SURRES14DEL01,26,4.9,6,1,2,3,4,0,1,1,26
749,0x7335,BANGRES11DEL01,39,4.9,3,1,2,1,2,1,1,3,29
750,0x1f9c,BANGRES01DEL02,26,4.2,2,1,0,2,3,1,2,1,39
751,0x152b,SURRES20DEL01,38,5,3,2,1,1,3,1,1,1,27
752,0xa7c9,BANGRES13DEL02,33,4.7,1,2,2,3,4,0,1,1,15
753,0x8f09,CHENRES02DEL01,28,4.7,1,1,1,1,3,1,1,3,30
754,0xa565,MYSRES20DEL02,23,4.6,4,3,2,0,4,0,1,3,15
755,0x8f19,PUNERES14DEL01,38,4.7,1,1,0,0,3,2,1,1,49
756,0x6f8b,HYDRES03DEL02,33,4.1,6,1,0,1,3,1,2,3,40
757,0xc26c,AURGRES08DEL02,36,4.9,0,2,2,0,3,0,1,3,17
758,0x8444,BANGRES09DEL01,30,4.9,2,2,2,3,4,1,1,1,16
759,0x791c,MUMRES09DEL03,27,4.5,0,3,1,3,4,1,1,3,11
760,0xdf82,GOARES16DEL03,27,5,6,1,2,2,4,1,1,4,21
761,0x6aca,RANCHIRES13DEL01,38,4.8,4,1,2,1,2,0,1,1,19
762,0x2b76,PUNERES13DEL01,25,4.9,6,0,2,0,4,1,1,1,29
763,0xd8b,CHENRES010DEL02,24,4.8,4,2,0,3,3,0,1,1,17
764,0x94fb,HYDRES16DEL02,25,4.3,2,1,0,2,3,2,1,1,38
765,0x8155,INDORES01DEL02,30,4.9,1,2,1,2,4,1,1,1,27
766,0x7c2e,JAPRES12DEL03,36,4.7,1,1,0,2,3,1,2,1,47
767,0xafaf,MUMRES04DEL01,26,4.7,0,1,0,0,3,1,1,1,41
768,0xdb42,ALHRES02DEL01,35,4.7,0,0,2,1,4,1,1,1,29
770,0x9e46,VADRES010DEL01,29,4.7,1,0,1,1,3,1,1,3,30
771,0x8dda,PUNERES17DEL02,23,4.5,2,3,0,0,3,0,1,3,18
772,0xd31d,ALHRES11DEL01,32,4.9,6,0,1,2,3,0,1,1,30
773,0x223a,INDORES15DEL03,24,5,1,2,1,2,4,1,1,1,26
774,0x7105,PUNERES17DEL01,34,4.9,1,3,1,2,3,1,1,1,30
775,0x8fd5,HYDRES18DEL02,36,4.2,2,2,0,3,3,1,1,1,23
777,0x184a,BANGRES09DEL02,34,4.9,6,2,2,1,3,1,1,1,20
778,0x732f,VADRES12DEL02,36,4.9,4,2,0,0,3,1,1,1,28
779,0xa3ab,HYDRES15DEL01,34,4.6,4,0,1,1,3,0,1,1,22
780,0x3c7f,MYSRES09DEL03,22,5,6,3,0,2,3,1,1,1,21
781,0x959f,SURRES19DEL03,35,4.3,3,2,0,0,3,1,1,1,32
782,0xe259,AGRRES04DEL01,33,4.7,0,2,0,2,3,1,1,1,25
783,0x91f7,JAPRES19DEL02,34,4.2,1,1,2,1,2,1,1,1,37
784,0xd6f0,LUDHRES18DEL03,20,4.7,4,3,2,0,3,0,1,3,10
785,0x5011,JAPRES13DEL03,27,5,6,3,0,0,3,1,1,1,28
786,0xc2aa,LUDHRES20DEL03,21,4.8,6,1,0,3,3,1,1,1,31
787,0x830b,PUNERES19DEL03,37,4,2,3,0,2,3,1,1,1,33
788,0xb5e8,VADRES02DEL02,24,4,0,3,1,1,3,1,1,3,36
789,0x9bf6,MUMRES03DEL02,31,4.5,2,3,2,1,2,1,1,1,28
790,0x6fa2,MUMRES05DEL01,25,4.9,0,1,0,3,3,0,1,1,46
791,0xc77b,DEHRES20DEL03,25,4.9,2,2,1,3,4,1,1,4,16
792,0xbeb2,JAPRES18DEL03,20,4.8,4,1,2,2,4,1,1,1,24
793,0xc3a4,DEHRES09DEL01,32,4.8,6,2,1,0,4,1,1,1,29
794,0x564c,HYDRES11DEL01,36,4.1,6,2,0,1,3,0,1,1,21
795,0x6b3d,RANCHIRES09DEL02,32,4.6,6,2,2,0,4,1,1,1,24
796,0x923c,COIMBRES010DEL03,34,4.1,2,2,0,0,3,0,1,3,24
797,0xd696,LUDHRES05DEL01,34,5,0,3,0,1,3,1,1,1,34
798,0x43b2,VADRES05DEL03,28,4.8,0,3,2,2,3,0,1,1,17
799,0x79ab,MUMRES09DEL02,23,4.7,3,2,1,0,4,0,1,3,18
800,0x3b05,CHENRES19DEL01,35,4.7,3,0,2,3,4,1,1,3,28
801,0xd8d2,KOCRES01DEL03,29,4.7,4,2,1,1,3,1,1,1,30
802,0x9f6c,CHENRES02DEL01,38,4.7,0,2,1,1,3,1,1,4,17
803,0x9d6d,CHENRES19DEL03,37,4.6,4,1,1,2,4,1,1,1,22
804,0xaca7,COIMBRES01DEL01,22,4.9,4,1,1,3,3,1,1,3,24
806,0xba2f,CHENRES12DEL03,20,4.8,3,2,1,3,4,0,1,1,11
807,0xaef3,BANGRES20DEL01,28,4.8,3,3,1,3,4,0,1,1,21
808,0x8513,INDORES05DEL03,39,4.6,1,3,0,2,3,0,1,3,29
809,0xdd49,GOARES15DEL03,35,4.7,3,1,2,1,3,1,1,1,26
810,0x7f1,SURRES05DEL03,26,4.9,1,1,0,3,3,1,1,1,42
811,0x4f03,MYSRES17DEL01,32,4.9,6,2,1,3,3,1,1,1,28
812,0x4eb7,COIMBRES12DEL01,25,4.8,2,0,0,1,3,1,1,1,32
813,0x3837,INDORES03DEL03,34,4.5,4,1,1,0,4,1,1,3,24
814,0xa42a,COIMBRES08DEL03,34,4,3,3,1,2,4,1,1,3,32
815,0x2e33,SURRES03DEL02,29,4.9,2,2,0,1,3,0,1,1,20
816,0xa2b8,RANCHIRES16DEL03,35,4.7,2,1,1,2,3,0,1,1,26
817,0xa587,JAPRES19DEL02,21,4.5,0,1,0,2,3,0,1,1,27
818,0xbca6,RANCHIRES07DEL01,35,5,2,0,2,3,4,1,1,1,33
819,0x8335,INDORES15DEL02,38,4.3,2,1,1,1,4,1,1,1,31
820,0x8bd3,INDORES07DEL03,23,4.7,3,2,0,0,3,1,1,1,22
821,0x947f,COIMBRES010DEL01,24,4.6,2,3,2,1,4,1,1,1,26
822,0x551e,HYDRES02DEL02,28,4.8,0,2,0,3,3,1,1,3,20
824,0x7429,BANGRES18DEL01,22,4.7,4,1,1,2,3,0,1,3,17
825,0x520f,CHENRES01DEL02,33,4.9,4,1,1,3,3,1,1,1,15
826,0x7d7c,RANCHIRES06DEL03,34,3.7,2,3,1,3,3,1,1,1,31
827,0x453b,CHENRES18DEL02,29,4.6,3,1,1,0,3,1,1,1,16
829,0x9ce0,RANCHIRES07DEL01,38,4.3,0,0,0,2,3,1,1,3,31
830,0x84e9,BANGRES14DEL03,21,4.7,6,1,2,3,4,1,1,1,22
831,0xa4ab,COIMBRES12DEL01,21,4.6,2,2,1,1,4,0,1,1,16
832,0x7b68,SURRES13DEL03,36,4.5,4,3,1,3,3,0,1,3,18
833,0x5ec8,SURRES01DEL03,28,4.8,0,3,0,1,3,1,1,3,29
834,0x19cc,CHENRES01DEL02,21,4.8,1,2,1,0,3,1,1,1,24
835,0x8c99,CHENRES08DEL02,33,4.7,4,2,2,1,4,1,1,1,22
837,0x1686,MYSRES18DEL03,35,4.4,3,3,1,1,3,1,1,1,31
838,0x793d,MYSRES010DEL02,23,4.7,3,3,0,0,3,1,1,3,29
840,0xb9b1,PUNERES11DEL02,22,4.6,0,1,0,1,3,2,1,1,49
841,0xae10,PUNERES06DEL01,35,4.3,2,3,1,1,4,1,1,1,37
842,0x15a1,BANGRES05DEL01,25,4.3,2,2,0,2,3,0,1,1,25
843,0x861f,RANCHIRES09DEL03,39,4.3,2,3,1,0,4,1,1,3,33
844,0x97c1,COIMBRES12DEL03,23,4.5,2,1,1,1,4,0,1,1,25
845,0xbd32,MYSRES07DEL03,22,4.6,0,2,0,0,3,0,1,1,17
846,0xbab0,HYDRES06DEL02,26,4.7,0,3,1,1,4,1,1,1,28
847,0x3a09,INDORES08DEL01,38,4.6,0,2,1,3,4,0,1,3,30
848,0xced2,KOCRES06DEL02,36,4.7,3,2,1,1,3,0,1,1,22
849,0x2bce,INDORES06DEL01,20,5,6,0,1,1,4,1,1,1,20
850,0xd392,KOLRES08DEL01,34,4.8,3,2,2,2,2,1,1,3,21
851,0x77b1,SURRES12DEL01,27,5,1,0,1,1,3,1,1,1,22
852,0x2821,CHENRES17DEL03,30,4.8,1,2,0,0,3,1,1,1,28
853,0x7d8c,INDORES06DEL02,27,4.5,2,2,1,2,4,0,1,3,16
854,0x7070,MYSRES11DEL02,36,4.1,3,3,2,2,4,2,1,1,38
855,0x5374,RANCHIRES06DEL02,22,4.5,3,2,1,2,4,0,1,1,15
856,0xd45e,LUDHRES12DEL03,29,4.8,4,1,0,2,3,1,1,1,15
857,0x884b,BANGRES19DEL01,25,4.8,2,3,0,2,3,1,1,1,26
858,0x5a2f,HYDRES12DEL02,35,4.6,4,3,1,1,3,0,1,1,15
859,0x271e,SURRES11DEL03,31,4.8,4,2,0,3,3,0,1,1,25
860,0x6470,MYSRES02DEL01,35,4.3,2,0,2,2,3,1,1,1,32
861,0xd6ea,BHPRES17DEL03,34,4.7,4,2,0,1,3,0,1,3,28
862,0xcd23,GOARES08DEL01,21,4.8,6,0,0,0,3,0,1,1,15
863,0xde49,AURGRES18DEL03,36,4.8,2,1,0,1,3,0,1,1,46
864,0xdd38,BHPRES06DEL02,21,4.6,4,3,2,1,4,0,1,3,12
865,0x3e7e,BANGRES05DEL02,22,5,1,2,0,2,3,0,1,1,22
866,0x7c0c,MUMRES01DEL03,31,4.8,2,2,1,0,3,0,1,3,17
867,0x7f13,VADRES06DEL03,27,4.6,1,1,0,3,3,2,1,1,48
868,0xc43f,ALHRES010DEL01,23,4.9,4,3,2,0,2,1,1,1,19
869,0x96b2,HYDRES11DEL01,36,4.1,2,1,0,2,3,2,1,1,46
870,0x12eb,BANGRES17DEL03,30,4.9,2,2,0,1,3,1,1,1,21
871,0x3712,JAPRES010DEL01,28,4.9,3,1,2,1,4,0,1,3,25
872,0x3ee5,COIMBRES14DEL02,33,4.6,4,1,2,0,4,0,1,1,29
873,0xda2c,ALHRES16DEL01,34,4.2,1,2,2,0,2,1,1,1,35
874,0x680c,HYDRES18DEL03,34,4.9,1,1,0,0,3,0,1,1,34
875,0x2bea,MUMRES16DEL01,36,4.6,1,1,2,1,4,0,1,1,40
876,0x521b,INDORES18DEL03,24,4.9,3,1,1,3,4,1,1,1,28
877,0x5815,INDORES08DEL02,28,4.5,0,3,1,0,4,1,1,1,14
878,0x9339,MYSRES17DEL03,33,4.9,4,2,2,2,3,1,1,1,19
879,0x1e7c,MUMRES18DEL03,25,4.5,6,3,2,1,4,1,1,1,24
880,0x127e,PUNERES14DEL02,36,4.5,6,2,0,1,3,1,1,1,27
881,0x8851,RANCHIRES18DEL02,36,4.3,2,1,0,0,3,1,1,1,51
882,0x3302,INDORES010DEL03,39,4.8,4,3,2,2,3,0,1,1,19
883,0x2ddd,MUMRES05DEL01,36,4.8,3,1,0,0,3,3,1,1,54
884,0x8893,INDORES010DEL02,36,5,6,2,1,1,4,0,1,1,25
885,0x42bc,RANCHIRES12DEL01,23,4.8,2,0,0,2,3,0,1,3,22
886,0x2695,MUMRES14DEL01,24,4.5,0,2,0,1,3,0,1,1,21
887,0x13f0,RANCHIRES010DEL03,36,4.7,1,1,1,3,3,1,1,1,29
888,0x17b4,VADRES13DEL02,36,4.8,4,1,1,2,3,0,1,1,22
889,0x35de,COIMBRES13DEL02,21,4.8,2,1,1,1,4,0,1,3,28
890,0xdf67,KOCRES06DEL01,20,5,0,2,0,2,3,1,1,1,15
891,0x680e,RANCHIRES20DEL01,36,4.7,6,3,0,0,3,1,1,1,26
892,0xcc4f,DEHRES01DEL02,39,4.8,0,3,0,0,3,1,2,1,47
893,0xca22,KOCRES18DEL01,27,5,3,3,0,1,3,1,1,3,17
894,0x721f,MYSRES02DEL01,37,4.7,2,3,0,2,3,0,1,1,30
895,0xaa6b,MUMRES05DEL02,36,4.3,6,1,1,2,4,1,1,1,31
896,0x8374,BANGRES03DEL02,33,4.9,0,0,2,0,2,1,1,1,28
897,0xd254,ALHRES02DEL02,32,4.6,0,1,1,3,4,1,1,3,46
899,0x175d,JAPRES17DEL02,26,4.8,3,3,0,2,3,0,1,3,15
900,0x6262,RANCHIRES09DEL02,31,5,6,3,0,0,3,1,1,1,31
901,0x9010,JAPRES02DEL01,30,4.7,4,0,0,1,3,1,1,1,24
902,0xde50,BHPRES06DEL01,36,4.6,6,3,1,1,3,0,1,1,28
903,0x7277,RANCHIRES05DEL01,26,4.7,2,2,2,3,3,1,1,3,10
904,0x3102,RANCHIRES14DEL02,37,3.7,3,1,1,3,3,2,1,1,38
905,0xde30,BHPRES11DEL03,33,4.9,3,1,2,3,4,1,1,1,32
906,0x41b9,PUNERES15DEL03,23,4.9,2,1,2,1,4,0,3,1,10
909,0x637c,RANCHIRES14DEL01,26,4.8,2,3,2,2,4,1,1,1,29
910,0xb03d,HYDRES02DEL02,30,3.6,2,3,1,0,3,0,1,1,33
911,0x1699,VADRES16DEL01,34,4.6,1,1,2,2,4,2,2,1,49
912,0x2d77,HYDRES18DEL02,28,4.6,2,2,2,3,2,0,1,1,15
913,0x5936,BANGRES13DEL03,24,4.9,6,3,1,0,4,1,1,1,21
914,0x6787,HYDRES19DEL03,21,4.8,2,3,0,1,3,1,1,3,21
915,0x28a0,VADRES07DEL01,37,4.8,3,2,2,3,3,1,1,1,25
916,0x72fe,CHENRES02DEL02,24,4.8,2,3,1,1,3,1,1,1,17
917,0x4fe5,JAPRES04DEL03,34,4.7,4,1,1,0,4,1,1,3,19
918,0x4987,SURRES04DEL01,28,5,1,1,0,3,3,1,1,1,44
919,0x1c0a,MUMRES17DEL01,27,4.9,3,0,1,2,4,0,1,3,21
921,0x68b3,PUNERES19DEL02,33,4.9,4,3,1,0,3,0,1,3,22
922,0x40ea,CHENRES13DEL02,33,4.6,2,2,0,3,3,1,1,3,26
924,0xb8d,BANGRES05DEL02,34,4.5,4,3,1,1,3,1,1,3,28
925,0xb3bf,INDORES20DEL01,28,4,1,1,2,1,2,1,1,1,42
926,0x6d95,SURRES01DEL02,35,4.3,6,2,0,0,3,0,1,1,25
927,0xd323,AURGRES14DEL01,34,4.9,3,2,2,3,3,1,1,1,27
928,0x9124,CHENRES19DEL01,39,4.5,4,2,0,1,3,1,1,1,26
929,0x150b,INDORES08DEL01,28,4.6,3,3,2,3,4,1,1,1,26
931,0x258f,HYDRES13DEL03,33,5,4,1,2,2,4,1,1,1,22
932,0xaa1a,COIMBRES05DEL03,37,5,3,2,1,1,4,1,1,1,19
933,0x930d,VADRES18DEL01,29,5,0,3,1,0,3,1,1,1,13
934,0x636c,MYSRES010DEL01,26,4.8,0,2,2,3,2,1,1,3,16
935,0xa1e0,INDORES19DEL01,35,4.2,0,0,2,2,4,1,1,3,35
936,0xd54b,KOLRES010DEL03,38,4,3,2,0,0,3,0,1,1,29
937,0x4c74,VADRES17DEL02,29,4.7,0,2,1,0,3,0,3,1,10
938,0x7c12,INDORES20DEL02,22,4.2,6,0,0,1,3,1,1,1,34
939,0xdbbe,ALHRES01DEL01,23,4.7,3,0,0,0,3,0,1,3,21
940,0x274c,COIMBRES16DEL01,32,5,0,3,0,1,3,0,1,1,42
941,0x166d,INDORES010DEL01,22,4.7,0,3,1,3,4,1,1,1,28
942,0x72c7,MYSRES04DEL02,39,4.6,4,3,0,1,3,1,1,1,20
943,0xb315,VADRES09DEL01,38,4.5,3,2,1,3,3,1,1,3,23
944,0x24e2,JAPRES19DEL03,35,4.2,0,1,2,1,4,1,1,1,33
946,0x4b67,INDORES08DEL01,39,4.1,1,3,2,2,4,2,1,1,38
947,0x2081,BANGRES18DEL02,31,4.9,3,0,0,1,3,0,1,1,41
948,0xb54c,BANGRES05DEL02,25,4.2,0,1,2,2,4,1,1,3,31
949,0x4a07,PUNERES02DEL03,38,4.8,6,2,1,2,3,1,1,3,20
950,0x39d2,HYDRES02DEL03,21,4.9,1,2,1,1,3,0,1,1,15
951,0xc6fe,KOLRES01DEL03,38,4.8,4,3,2,0,2,0,1,1,22
952,0xa591,MYSRES18DEL03,36,4.7,4,2,2,2,3,0,1,1,19
953,0xbde1,RANCHIRES09DEL02,32,4.9,4,2,0,1,3,1,1,1,21
954,0x240e,PUNERES08DEL01,26,4.6,2,0,1,0,4,1,1,1,22
955,0xde80,KOCRES17DEL01,33,4.6,3,1,2,2,4,1,1,1,29
957,0xd3cd,AURGRES15DEL02,27,4.4,0,3,1,1,4,1,1,3,31
958,0x5c61,PUNERES14DEL03,32,4.4,6,1,0,1,3,1,1,2,48
959,0x7d89,MUMRES17DEL02,26,4.5,4,1,1,2,3,1,3,1,14
960,0xcb7,INDORES01DEL02,24,4.8,3,3,0,3,3,1,1,1,28
961,0x5880,INDORES19DEL01,39,4.5,3,2,1,1,3,1,1,1,22
963,0x9e1e,MYSRES010DEL02,27,4.6,6,2,0,0,3,0,1,1,18
964,0x5b10,COIMBRES14DEL01,35,4.8,3,0,2,1,2,1,1,1,28
965,0x31ba,HYDRES08DEL01,28,4.6,3,0,2,0,4,0,1,1,11
966,0x6cfd,SURRES17DEL02,27,4.1,1,1,1,3,4,2,1,4,33
967,0x1f21,PUNERES16DEL02,22,4,1,3,1,0,4,1,1,1,39
968,0x9596,MYSRES13DEL02,28,4.9,2,2,2,0,3,1,1,3,10
969,0xce4b,GOARES13DEL02,39,4.8,6,2,0,3,3,1,1,1,20
970,0xa23c,SURRES17DEL02,31,4.7,1,1,1,3,3,1,1,1,38
971,0x7b1c,CHENRES03DEL03,36,4.5,3,2,1,1,4,0,1,3,23
972,0x3027,MYSRES15DEL03,33,4.6,1,1,1,3,3,0,1,3,28
973,0xc86d,BHPRES12DEL02,33,4.4,0,1,1,3,3,1,1,1,31
974,0x713d,JAPRES07DEL02,39,4.4,2,1,0,1,3,1,1,1,53
975,0x2271,SURRES19DEL01,35,4.7,0,1,0,2,3,1,1,1,51
976,0x8370,SURRES04DEL01,29,4.8,4,1,2,0,2,1,1,1,23
977,0x896f,PUNERES01DEL03,32,4.8,0,2,2,2,4,1,1,1,18
978,0xb27e,MYSRES01DEL03,29,4.9,2,1,2,1,4,1,1,3,26
979,0xd299,DEHRES06DEL01,23,4.7,2,0,1,0,4,1,1,3,19
981,0x7ef9,JAPRES02DEL03,34,3.8,2,1,2,1,4,2,1,3,41
982,0x7c6a,INDORES14DEL02,39,4.2,1,0,0,0,3,1,1,3,32
985,0xd383,GOARES07DEL01,29,4.7,3,3,2,3,3,0,1,1,20
986,0x535a,VADRES02DEL01,29,4.8,6,3,0,2,3,0,1,1,12
987,0xd2f0,ALHRES010DEL02,20,4.6,1,3,0,1,3,1,1,1,37
988,0x2c92,BANGRES17DEL02,37,4.8,0,3,1,0,4,1,1,3,15
989,0xc746,KNPRES19DEL01,32,4.8,6,3,0,1,3,1,1,1,31
990,0x5bcf,RANCHIRES01DEL03,23,4.8,0,2,1,0,3,1,1,1,23
991,0x120b,INDORES02DEL02,25,4,3,2,0,3,3,1,1,1,19
992,0xde07,ALHRES06DEL02,28,4.8,1,1,2,3,2,1,1,1,34
993,0x86f2,SURRES14DEL01,21,4.5,4,3,0,2,3,1,1,1,19
994,0x7252,BANGRES13DEL03,34,4.5,4,1,0,3,3,1,1,1,25
995,0x811b,SURRES19DEL01,33,4.7,4,2,0,0,3,1,1,1,26
996,0x7c4,HYDRES18DEL03,32,4.1,3,2,0,0,3,1,1,1,28
997,0x1d07,COIMBRES03DEL03,36,4.1,0,1,1,3,4,1,1,1,35
998,0x491a,MYSRES19DEL02,32,4.9,4,0,0,0,3,1,1,1,20
999,0x1b0d,HYDRES08DEL03,26,5,0,3,0,2,3,1,1,1,32
1000,0x59ae,PUNERES13DEL02,30,4.6,0,2,0,2,3,0,1,1,20
1001,0x70a2,CHENRES12DEL01,32,4.6,0,0,1,3,4,1,1,1,30
1002,0x3aab,MYSRES01DEL01,35,4,6,0,1,2,4,1,1,1,33
1003,0x8bc0,SURRES15DEL03,35,4.3,0,2,1,1,4,0,1,1,38
1004,0x6531,SURRES08DEL01,20,4.8,2,2,2,2,4,1,1,1,19
1005,0xa30b,CHENRES11DEL01,37,4.8,0,3,0,1,3,1,1,3,26
1006,0x395b,VADRES04DEL03,36,4.7,0,1,1,3,3,1,1,1,30
1007,0x8b53,SURRES11DEL01,22,4.7,4,0,1,0,4,1,1,3,18
1008,0xc444,DEHRES01DEL01,30,4.8,6,2,1,3,3,1,1,1,25
1009,0xc042,AGRRES010DEL01,34,4.7,2,2,1,1,4,0,1,1,15
1010,0x4863,COIMBRES02DEL01,25,4.6,3,2,2,3,3,1,1,3,15
1011,0x6c38,RANCHIRES11DEL03,31,4.8,4,2,2,0,2,0,1,1,13
1012,0x9a29,RANCHIRES04DEL01,33,4.7,1,1,1,3,4,1,1,1,49
1013,0x655,HYDRES14DEL01,33,4.4,2,2,0,3,3,1,1,1,28
1014,0x4c88,MUMRES08DEL01,31,3.9,0,2,1,0,4,1,1,1,35
1015,0x87e4,VADRES13DEL03,36,4,4,1,0,2,3,3,1,1,44
1016,0x1ff1,MYSRES04DEL03,37,4.7,6,2,1,0,4,1,1,1,26
1017,0x3f8d,MUMRES06DEL03,25,4.8,0,1,2,3,3,1,1,1,22
1018,0x1f0e,MYSRES12DEL03,36,4.9,4,3,1,1,3,0,1,1,17
1019,0xd418,LUDHRES010DEL03,21,4.9,6,3,1,2,4,1,1,1,26
1020,0x48c7,CHENRES09DEL01,23,4.7,1,3,1,1,3,1,1,3,19
1022,0xab33,BANGRES08DEL02,27,4.9,1,2,2,1,4,0,1,1,20
1023,0xc918,AURGRES14DEL03,28,5,6,2,0,3,3,0,1,3,15
1024,0x279f,MUMRES13DEL03,27,4.2,3,1,0,0,3,1,1,1,33
1025,0x8456,CHENRES19DEL01,22,4.7,3,1,2,3,4,0,1,3,15
1026,0x4314,CHENRES05DEL02,25,4.9,1,1,0,0,3,2,1,1,43
1027,0x8de9,SURRES14DEL03,21,4.9,1,2,2,0,4,1,1,4,21
1028,0xb59b,MUMRES010DEL01,28,4.5,4,3,0,1,3,1,1,3,25
1029,0x47af,VADRES04DEL03,20,4.7,1,3,2,0,3,0,1,3,17
1030,0x26d4,HYDRES05DEL03,32,4.9,2,2,1,0,4,1,1,1,24
1031,0x9bf9,PUNERES19DEL01,32,4.4,2,3,0,1,3,1,1,1,37
1033,0xde16,ALHRES09DEL01,27,4.8,4,2,1,2,3,0,1,1,15
1034,0xaabd,JAPRES010DEL03,22,4.7,6,2,1,0,3,0,1,3,17
1035,0x6bfb,MUMRES15DEL01,38,4.6,3,0,2,3,4,1,1,1,26
1036,0xcdb6,AURGRES03DEL01,26,4.6,6,3,1,0,3,1,1,1,25
1037,0xa667,CHENRES14DEL01,38,4.5,6,2,1,2,3,1,1,3,20
1038,0x819d,VADRES20DEL01,20,4.9,1,3,0,2,3,1,1,1,42
1040,0x29ab,HYDRES16DEL01,35,4.6,6,3,2,2,4,1,1,1,26
1041,0xa20a,PUNERES13DEL03,21,4.7,1,2,2,1,4,0,1,1,28
1042,0xafd4,COIMBRES19DEL02,27,4.6,4,0,2,0,2,0,1,1,16
1043,0x4300,VADRES07DEL02,36,4,6,2,0,0,3,0,1,1,33
1044,0xd989,KOLRES04DEL03,25,4.6,3,3,0,1,3,0,1,1,23
1045,0x33a0,JAPRES06DEL03,29,4.5,1,3,0,1,3,1,1,1,37
